gauge_name,wiski_id,date,year,rainfall_mm
Holne Priddacott Farm,363710,2022-04-25,2022,0.0
Holne Priddacott Farm,363710,2022-04-26,2022,0.0
Holne Priddacott Farm,363710,2022-04-27,2022,0.0
Holne Priddacott Farm,363710,2022-04-28,2022,0.0
Holne Priddacott Farm,363710,2022-04-29,2022,0.0
Holne Priddacott Farm,363710,2022-04-30,2022,0.6
Holne Priddacott Farm,363710,2022-05-01,2022,3.6
Holne Priddacott Farm,363710,2022-05-02,2022,0.1
Holne Priddacott Farm,363710,2022-05-03,2022,0.0
Holne Priddacott Farm,363710,2022-05-04,2022,0.0
Holne Priddacott Farm,363710,2022-05-05,2022,0.0
Holne Priddacott Farm,363710,2022-05-06,2022,0.0
Holne Priddacott Farm,363710,2022-05-07,2022,0.0
Holne Priddacott Farm,363710,2022-05-08,2022,0.0
Holne Priddacott Farm,363710,2022-05-09,2022,2.2
Holne Priddacott Farm,363710,2022-05-10,2022,6.0
Holne Priddacott Farm,363710,2022-05-11,2022,9.7
Holne Priddacott Farm,363710,2022-05-12,2022,0.0
Holne Priddacott Farm,363710,2022-05-13,2022,0.0
Holne Priddacott Farm,363710,2022-05-14,2022,5.7
Holne Priddacott Farm,363710,2022-05-15,2022,3.2
Holne Priddacott Farm,363710,2022-05-16,2022,1.1
Holne Priddacott Farm,363710,2022-05-17,2022,7.8
Holne Priddacott Farm,363710,2022-05-18,2022,6.7
Holne Priddacott Farm,363710,2022-05-19,2022,2.2
Holne Priddacott Farm,363710,2022-05-20,2022,0.0
Holne Priddacott Farm,363710,2022-05-21,2022,0.0
Holne Priddacott Farm,363710,2022-05-22,2022,0.0
Holne Priddacott Farm,363710,2022-05-23,2022,12.6
Holne Priddacott Farm,363710,2022-05-24,2022,2.2
Holne Priddacott Farm,363710,2022-05-25,2022,2.8
Holne Priddacott Farm,363710,2022-05-26,2022,0.1
Holne Priddacott Farm,363710,2022-05-27,2022,0.0
Holne Priddacott Farm,363710,2022-05-28,2022,0.0
Holne Priddacott Farm,363710,2022-05-29,2022,1.1
Holne Priddacott Farm,363710,2022-05-30,2022,1.9
Holne Priddacott Farm,363710,2022-05-31,2022,0.0
Holne Priddacott Farm,363710,2022-06-01,2022,0.0
Holne Priddacott Farm,363710,2022-06-02,2022,0.0
Holne Priddacott Farm,363710,2022-06-03,2022,2.7
Holne Priddacott Farm,363710,2022-06-04,2022,16.5
Holne Priddacott Farm,363710,2022-06-05,2022,0.1
Holne Priddacott Farm,363710,2022-06-06,2022,1.3
Holne Priddacott Farm,363710,2022-06-07,2022,2.4
Holne Priddacott Farm,363710,2022-06-08,2022,0.8
Holne Priddacott Farm,363710,2022-06-09,2022,2.9
Holne Priddacott Farm,363710,2022-06-10,2022,0.0
Holne Priddacott Farm,363710,2022-06-11,2022,0.0
Holne Priddacott Farm,363710,2022-06-12,2022,0.0
Holne Priddacott Farm,363710,2022-06-13,2022,0.0
Holne Priddacott Farm,363710,2022-06-14,2022,0.0
Holne Priddacott Farm,363710,2022-06-15,2022,0.0
Holne Priddacott Farm,363710,2022-06-16,2022,0.0
Holne Priddacott Farm,363710,2022-06-17,2022,0.0
Holne Priddacott Farm,363710,2022-06-18,2022,8.6
Holne Priddacott Farm,363710,2022-06-19,2022,0.4
Holne Priddacott Farm,363710,2022-06-20,2022,0.0
Holne Priddacott Farm,363710,2022-06-21,2022,0.0
Holne Priddacott Farm,363710,2022-06-22,2022,0.0
Holne Priddacott Farm,363710,2022-06-23,2022,1.3
Holne Priddacott Farm,363710,2022-06-24,2022,11.0
Holne Priddacott Farm,363710,2022-06-25,2022,11.3
Holne Priddacott Farm,363710,2022-06-26,2022,5.7
Holne Priddacott Farm,363710,2022-06-27,2022,0.0
Holne Priddacott Farm,363710,2022-06-28,2022,27.8
Holne Priddacott Farm,363710,2022-06-29,2022,0.0
Holne Priddacott Farm,363710,2022-06-30,2022,2.5
Holne Priddacott Farm,363710,2022-07-01,2022,3.5
Holne Priddacott Farm,363710,2022-07-02,2022,1.0
Holne Priddacott Farm,363710,2022-07-03,2022,0.0
Holne Priddacott Farm,363710,2022-07-04,2022,0.0
Holne Priddacott Farm,363710,2022-07-05,2022,0.0
Holne Priddacott Farm,363710,2022-07-06,2022,0.0
Holne Priddacott Farm,363710,2022-07-07,2022,0.0
Holne Priddacott Farm,363710,2022-07-08,2022,0.0
Holne Priddacott Farm,363710,2022-07-09,2022,0.0
Holne Priddacott Farm,363710,2022-07-10,2022,0.0
Holne Priddacott Farm,363710,2022-07-11,2022,0.0
Holne Priddacott Farm,363710,2022-07-12,2022,0.0
Holne Priddacott Farm,363710,2022-07-13,2022,0.0
Holne Priddacott Farm,363710,2022-07-14,2022,0.0
Holne Priddacott Farm,363710,2022-07-15,2022,0.0
Holne Priddacott Farm,363710,2022-07-16,2022,0.0
Holne Priddacott Farm,363710,2022-07-17,2022,0.0
Holne Priddacott Farm,363710,2022-07-18,2022,0.0
Holne Priddacott Farm,363710,2022-07-19,2022,0.2
Holne Priddacott Farm,363710,2022-07-20,2022,0.0
Holne Priddacott Farm,363710,2022-07-21,2022,0.0
Holne Priddacott Farm,363710,2022-07-22,2022,0.1
Holne Priddacott Farm,363710,2022-07-23,2022,6.8
Holne Priddacott Farm,363710,2022-07-24,2022,3.5
Holne Priddacott Farm,363710,2022-07-25,2022,0.0
Holne Priddacott Farm,363710,2022-07-26,2022,0.0
Holne Priddacott Farm,363710,2022-07-27,2022,0.0
Holne Priddacott Farm,363710,2022-07-28,2022,0.0
Holne Priddacott Farm,363710,2022-07-29,2022,0.0
Holne Priddacott Farm,363710,2022-07-30,2022,0.4
Holne Priddacott Farm,363710,2022-07-31,2022,0.0
Holne Priddacott Farm,363710,2022-08-01,2022,0.3
Holne Priddacott Farm,363710,2022-08-02,2022,3.0
Holne Priddacott Farm,363710,2022-08-03,2022,0.0
Holne Priddacott Farm,363710,2022-08-04,2022,0.0
Holne Priddacott Farm,363710,2022-08-05,2022,0.0
Holne Priddacott Farm,363710,2022-08-06,2022,0.0
Holne Priddacott Farm,363710,2022-08-07,2022,0.0
Holne Priddacott Farm,363710,2022-08-08,2022,0.0
Holne Priddacott Farm,363710,2022-08-09,2022,0.0
Holne Priddacott Farm,363710,2022-08-10,2022,0.0
Holne Priddacott Farm,363710,2022-08-11,2022,0.0
Holne Priddacott Farm,363710,2022-08-12,2022,0.0
Holne Priddacott Farm,363710,2022-08-13,2022,0.0
Holne Priddacott Farm,363710,2022-08-14,2022,0.6
Holne Priddacott Farm,363710,2022-08-15,2022,1.0
Holne Priddacott Farm,363710,2022-08-16,2022,7.7
Holne Priddacott Farm,363710,2022-08-17,2022,0.7
Holne Priddacott Farm,363710,2022-08-18,2022,0.6
Holne Priddacott Farm,363710,2022-08-19,2022,0.0
Holne Priddacott Farm,363710,2022-08-20,2022,0.7
Holne Priddacott Farm,363710,2022-08-21,2022,4.8
Holne Priddacott Farm,363710,2022-08-22,2022,1.3
Holne Priddacott Farm,363710,2022-08-23,2022,4.3
Holne Priddacott Farm,363710,2022-08-24,2022,1.1
Holne Priddacott Farm,363710,2022-08-25,2022,0.0
Holne Priddacott Farm,363710,2022-08-26,2022,0.0
Holne Priddacott Farm,363710,2022-08-27,2022,0.0
Holne Priddacott Farm,363710,2022-08-28,2022,0.0
Holne Priddacott Farm,363710,2022-08-29,2022,0.0
Holne Priddacott Farm,363710,2022-08-30,2022,0.0
Holne Priddacott Farm,363710,2022-08-31,2022,0.0
Holne Priddacott Farm,363710,2022-09-01,2022,0.3
Holne Priddacott Farm,363710,2022-09-02,2022,0.0
Holne Priddacott Farm,363710,2022-09-03,2022,18.3
Holne Priddacott Farm,363710,2022-09-04,2022,43.4
Holne Priddacott Farm,363710,2022-09-05,2022,1.5
Holne Priddacott Farm,363710,2022-09-06,2022,12.8
Holne Priddacott Farm,363710,2022-09-07,2022,30.6
Holne Priddacott Farm,363710,2022-09-08,2022,15.5
Holne Priddacott Farm,363710,2022-09-09,2022,0.1
Holne Priddacott Farm,363710,2022-09-10,2022,0.0
Holne Priddacott Farm,363710,2022-09-11,2022,0.0
Holne Priddacott Farm,363710,2022-09-12,2022,2.0
Holne Priddacott Farm,363710,2022-09-13,2022,12.1
Holne Priddacott Farm,363710,2022-09-14,2022,0.0
Holne Priddacott Farm,363710,2022-09-15,2022,0.0
Holne Priddacott Farm,363710,2022-09-16,2022,0.0
Holne Priddacott Farm,363710,2022-09-17,2022,0.0
Holne Priddacott Farm,363710,2022-09-18,2022,0.0
Holne Priddacott Farm,363710,2022-09-19,2022,0.0
Holne Priddacott Farm,363710,2022-09-20,2022,0.0
Holne Priddacott Farm,363710,2022-09-21,2022,0.0
Holne Priddacott Farm,363710,2022-09-22,2022,1.4
Holne Priddacott Farm,363710,2022-09-23,2022,2.4
Holne Priddacott Farm,363710,2022-09-24,2022,0.0
Holne Priddacott Farm,363710,2022-09-25,2022,5.1
Holne Priddacott Farm,363710,2022-09-26,2022,0.0
Holne Priddacott Farm,363710,2022-09-27,2022,3.0
Holne Priddacott Farm,363710,2022-09-28,2022,7.3
Holne Priddacott Farm,363710,2022-09-29,2022,0.0
Holne Priddacott Farm,363710,2022-09-30,2022,21.2
Holne Priddacott Farm,363710,2022-10-01,2022,9.2
Holne Priddacott Farm,363710,2022-10-02,2022,0.0
Holne Priddacott Farm,363710,2022-10-03,2022,1.6
Holne Priddacott Farm,363710,2022-10-04,2022,19.0
Holne Priddacott Farm,363710,2022-10-05,2022,3.8
Holne Priddacott Farm,363710,2022-10-06,2022,5.5
Holne Priddacott Farm,363710,2022-10-07,2022,2.4
Holne Priddacott Farm,363710,2022-10-08,2022,0.0
Holne Priddacott Farm,363710,2022-10-09,2022,0.6
Holne Priddacott Farm,363710,2022-10-10,2022,0.0
Holne Priddacott Farm,363710,2022-10-11,2022,0.0
Holne Priddacott Farm,363710,2022-10-12,2022,3.5
Holne Priddacott Farm,363710,2022-10-13,2022,1.0
Holne Priddacott Farm,363710,2022-10-14,2022,4.1
Holne Priddacott Farm,363710,2022-10-15,2022,4.2
Holne Priddacott Farm,363710,2022-10-16,2022,21.9
Holne Priddacott Farm,363710,2022-10-17,2022,0.1
Holne Priddacott Farm,363710,2022-10-18,2022,33.1
Holne Priddacott Farm,363710,2022-10-19,2022,3.4
Holne Priddacott Farm,363710,2022-10-20,2022,3.6
Holne Priddacott Farm,363710,2022-10-21,2022,23.3
Holne Priddacott Farm,363710,2022-10-22,2022,17.5
Holne Priddacott Farm,363710,2022-10-23,2022,3.2
Holne Priddacott Farm,363710,2022-10-24,2022,14.9
Holne Priddacott Farm,363710,2022-10-25,2022,18.9
Holne Priddacott Farm,363710,2022-10-26,2022,6.9
Holne Priddacott Farm,363710,2022-10-27,2022,6.8
Holne Priddacott Farm,363710,2022-10-28,2022,8.3
Holne Priddacott Farm,363710,2022-10-29,2022,1.0
Holne Priddacott Farm,363710,2022-10-30,2022,0.4
Holne Priddacott Farm,363710,2022-10-31,2022,41.8
Holne Priddacott Farm,363710,2022-11-01,2022,7.6
Holne Priddacott Farm,363710,2022-11-02,2022,27.9
Holne Priddacott Farm,363710,2022-11-03,2022,7.1
Holne Priddacott Farm,363710,2022-11-04,2022,2.0
Holne Priddacott Farm,363710,2022-11-05,2022,11.9
Holne Priddacott Farm,363710,2022-11-06,2022,35.0
Holne Priddacott Farm,363710,2022-11-07,2022,40.3
Holne Priddacott Farm,363710,2022-11-08,2022,12.2
Holne Priddacott Farm,363710,2022-11-09,2022,0.4
Holne Priddacott Farm,363710,2022-11-10,2022,2.2
Holne Priddacott Farm,363710,2022-11-11,2022,0.0
Holne Priddacott Farm,363710,2022-11-12,2022,0.0
Holne Priddacott Farm,363710,2022-11-13,2022,4.6
Holne Priddacott Farm,363710,2022-11-14,2022,45.4
Holne Priddacott Farm,363710,2022-11-15,2022,19.8
Holne Priddacott Farm,363710,2022-11-16,2022,13.1
Holne Priddacott Farm,363710,2022-11-17,2022,7.0
Holne Priddacott Farm,363710,2022-11-18,2022,0.0
Holne Priddacott Farm,363710,2022-11-19,2022,4.5
Holne Priddacott Farm,363710,2022-11-20,2022,25.4
Holne Priddacott Farm,363710,2022-11-21,2022,34.6
Holne Priddacott Farm,363710,2022-11-22,2022,26.5
Holne Priddacott Farm,363710,2022-12-12,2022,0.2
Holne Priddacott Farm,363710,2022-12-13,2022,1.2
Holne Priddacott Farm,363710,2022-12-14,2022,0.0
Holne Priddacott Farm,363710,2022-12-15,2022,0.0
Holne Priddacott Farm,363710,2022-12-16,2022,0.6
Holne Priddacott Farm,363710,2022-12-17,2022,6.5
Holne Priddacott Farm,363710,2022-12-18,2022,111.4
Holne Priddacott Farm,363710,2022-12-19,2022,61.5
Holne Priddacott Farm,363710,2022-12-20,2022,0.0
Holne Priddacott Farm,363710,2022-12-21,2022,7.0
Holne Priddacott Farm,363710,2022-12-22,2022,22.7
Holne Priddacott Farm,363710,2022-12-23,2022,3.6
Holne Priddacott Farm,363710,2022-12-24,2022,4.0
Holne Priddacott Farm,363710,2022-12-25,2022,4.3
Holne Priddacott Farm,363710,2022-12-26,2022,0.7
Holne Priddacott Farm,363710,2022-12-27,2022,55.8
Holne Priddacott Farm,363710,2022-12-28,2022,25.2
Holne Priddacott Farm,363710,2022-12-29,2022,21.7
Holne Priddacott Farm,363710,2022-12-30,2022,26.4
Holne Priddacott Farm,363710,2022-12-31,2022,40.2
Holne Priddacott Farm,363710,2022-11-23,2022,2.4
Holne Priddacott Farm,363710,2022-11-24,2022,7.6
Holne Priddacott Farm,363710,2022-11-25,2022,0.0
Holne Priddacott Farm,363710,2022-11-26,2022,55.6
Holne Priddacott Farm,363710,2022-11-27,2022,8.7
Holne Priddacott Farm,363710,2022-11-30,2022,0.3
Holne Priddacott Farm,363710,2022-12-01,2022,0.0
Holne Priddacott Farm,363710,2022-12-02,2022,0.0
Holne Priddacott Farm,363710,2022-12-03,2022,0.0
Holne Priddacott Farm,363710,2022-12-04,2022,0.0
Holne Priddacott Farm,363710,2022-12-05,2022,0.0
Holne Priddacott Farm,363710,2022-12-06,2022,0.0
Holne Priddacott Farm,363710,2022-12-07,2022,0.0
Holne Priddacott Farm,363710,2022-12-08,2022,0.0
Holne Priddacott Farm,363710,2022-12-09,2022,0.0
Holne Priddacott Farm,363710,2022-12-10,2022,0.4
Holne Priddacott Farm,363710,2022-12-11,2022,0.0
Holne Priddacott Farm,363710,2023-01-01,2023,4.3
Holne Priddacott Farm,363710,2023-01-02,2023,19.6
Holne Priddacott Farm,363710,2023-01-03,2023,38.0
Holne Priddacott Farm,363710,2023-01-04,2023,2.1
Holne Priddacott Farm,363710,2023-01-05,2023,7.2
Holne Priddacott Farm,363710,2023-01-06,2023,64.9
Holne Priddacott Farm,363710,2023-01-07,2023,16.0
Holne Priddacott Farm,363710,2023-01-08,2023,23.9
Holne Priddacott Farm,363710,2023-01-09,2023,12.5
Holne Priddacott Farm,363710,2023-01-10,2023,21.2
Holne Priddacott Farm,363710,2023-01-11,2023,34.7
Holne Priddacott Farm,363710,2023-01-12,2023,25.7
Holne Priddacott Farm,363710,2023-01-13,2023,58.8
Holne Priddacott Farm,363710,2023-01-14,2023,7.8
Holne Priddacott Farm,363710,2023-01-15,2023,22.7
Holne Priddacott Farm,363710,2023-01-16,2023,0.0
Holne Priddacott Farm,363710,2023-01-17,2023,0.8
Holne Priddacott Farm,363710,2023-01-18,2023,0.1
Holne Priddacott Farm,363710,2023-01-19,2023,0.0
Holne Priddacott Farm,363710,2023-01-20,2023,0.0
Holne Priddacott Farm,363710,2023-01-21,2023,0.2
Holne Priddacott Farm,363710,2023-01-22,2023,0.0
Holne Priddacott Farm,363710,2023-01-23,2023,0.0
Holne Priddacott Farm,363710,2023-01-24,2023,0.2
Holne Priddacott Farm,363710,2023-01-25,2023,0.2
Holne Priddacott Farm,363710,2023-01-26,2023,0.0
Holne Priddacott Farm,363710,2023-01-27,2023,0.0
Holne Priddacott Farm,363710,2023-01-28,2023,0.0
Holne Priddacott Farm,363710,2023-01-29,2023,0.6
Holne Priddacott Farm,363710,2023-01-30,2023,0.6
Holne Priddacott Farm,363710,2023-01-31,2023,0.3
Holne Priddacott Farm,363710,2023-02-01,2023,0.1
Holne Priddacott Farm,363710,2023-02-02,2023,2.4
Holne Priddacott Farm,363710,2023-02-03,2023,0.0
Holne Priddacott Farm,363710,2023-02-04,2023,0.0
Holne Priddacott Farm,363710,2023-02-05,2023,0.0
Holne Priddacott Farm,363710,2023-02-06,2023,0.0
Holne Priddacott Farm,363710,2023-03-13,2023,10.4
Holne Priddacott Farm,363710,2023-11-12,2023,32.5
Holne Priddacott Farm,363710,2023-11-13,2023,3.6
Holne Priddacott Farm,363710,2023-11-14,2023,4.7
Holne Priddacott Farm,363710,2023-11-15,2023,22.0
Holne Priddacott Farm,363710,2023-11-16,2023,2.1
Holne Priddacott Farm,363710,2023-11-17,2023,21.5
Holne Priddacott Farm,363710,2023-11-18,2023,0.6
Holne Priddacott Farm,363710,2023-11-19,2023,8.7
Holne Priddacott Farm,363710,2023-11-20,2023,0.0
Holne Priddacott Farm,363710,2023-11-21,2023,0.0
Holne Priddacott Farm,363710,2023-11-25,2023,1.9
Holne Priddacott Farm,363710,2023-11-29,2023,0.3
Holne Priddacott Farm,363710,2023-12-02,2023,5.4
Holne Priddacott Farm,363710,2023-12-03,2023,39.0
Holne Priddacott Farm,363710,2023-12-04,2023,15.7
Holne Priddacott Farm,363710,2023-12-06,2023,38.2
Holne Priddacott Farm,363710,2023-12-09,2023,5.4
Holne Priddacott Farm,363710,2023-12-10,2023,10.2
Holne Priddacott Farm,363710,2023-12-11,2023,13.4
Holne Priddacott Farm,363710,2023-12-19,2023,6.3
Holne Priddacott Farm,363710,2023-12-20,2023,4.4
Holne Priddacott Farm,363710,2023-12-21,2023,2.9
Holne Priddacott Farm,363710,2023-12-22,2023,0.4
Holne Priddacott Farm,363710,2023-12-24,2023,10.3
Holne Priddacott Farm,363710,2023-12-25,2023,9.6
Holne Priddacott Farm,363710,2023-12-26,2023,18.3
Holne Priddacott Farm,363710,2023-12-27,2023,38.4
Holne Priddacott Farm,363710,2023-12-28,2023,24.0
Holne Priddacott Farm,363710,2023-12-29,2023,3.0
Holne Priddacott Farm,363710,2023-12-30,2023,34.6
Holne Priddacott Farm,363710,2023-12-31,2023,3.4
Holne Priddacott Farm,363710,2023-07-13,2023,10.8
Holne Priddacott Farm,363710,2023-07-14,2023,55.5
Holne Priddacott Farm,363710,2023-07-16,2023,2.1
Holne Priddacott Farm,363710,2023-07-17,2023,0.0
Holne Priddacott Farm,363710,2023-07-19,2023,0.0
Holne Priddacott Farm,363710,2023-07-20,2023,0.0
Holne Priddacott Farm,363710,2023-07-22,2023,55.3
Holne Priddacott Farm,363710,2023-07-23,2023,0.4
Holne Priddacott Farm,363710,2023-07-25,2023,0.0
Holne Priddacott Farm,363710,2023-07-26,2023,18.3
Holne Priddacott Farm,363710,2023-07-28,2023,0.7
Holne Priddacott Farm,363710,2023-07-29,2023,4.1
Holne Priddacott Farm,363710,2023-07-30,2023,14.8
Holne Priddacott Farm,363710,2023-07-31,2023,3.3
Holne Priddacott Farm,363710,2023-08-01,2023,15.3
Holne Priddacott Farm,363710,2023-08-04,2023,8.9
Holne Priddacott Farm,363710,2023-08-05,2023,0.0
Holne Priddacott Farm,363710,2023-08-06,2023,0.0
Holne Priddacott Farm,363710,2023-08-07,2023,0.5
Holne Priddacott Farm,363710,2023-08-08,2023,0.3
Holne Priddacott Farm,363710,2023-08-09,2023,0.0
Holne Priddacott Farm,363710,2023-08-10,2023,0.6
Holne Priddacott Farm,363710,2023-03-02,2023,0.0
Holne Priddacott Farm,363710,2023-03-03,2023,0.0
Holne Priddacott Farm,363710,2023-03-04,2023,0.0
Holne Priddacott Farm,363710,2023-03-05,2023,0.0
Holne Priddacott Farm,363710,2023-03-06,2023,0.4
Holne Priddacott Farm,363710,2023-03-07,2023,16.8
Holne Priddacott Farm,363710,2023-03-08,2023,25.8
Holne Priddacott Farm,363710,2023-03-09,2023,17.5
Holne Priddacott Farm,363710,2023-03-10,2023,4.4
Holne Priddacott Farm,363710,2023-03-11,2023,4.7
Holne Priddacott Farm,363710,2023-03-12,2023,24.7
Holne Priddacott Farm,363710,2023-03-14,2023,0.2
Holne Priddacott Farm,363710,2023-03-15,2023,14.0
Holne Priddacott Farm,363710,2023-03-16,2023,10.9
Holne Priddacott Farm,363710,2023-03-17,2023,10.8
Holne Priddacott Farm,363710,2023-03-18,2023,0.0
Holne Priddacott Farm,363710,2023-03-19,2023,1.7
Holne Priddacott Farm,363710,2023-03-20,2023,11.9
Holne Priddacott Farm,363710,2023-03-21,2023,28.6
Holne Priddacott Farm,363710,2023-03-22,2023,11.6
Holne Priddacott Farm,363710,2023-03-23,2023,24.4
Holne Priddacott Farm,363710,2023-03-24,2023,16.5
Holne Priddacott Farm,363710,2023-03-25,2023,19.7
Holne Priddacott Farm,363710,2023-03-26,2023,0.0
Holne Priddacott Farm,363710,2023-03-27,2023,2.7
Holne Priddacott Farm,363710,2023-03-28,2023,19.0
Holne Priddacott Farm,363710,2023-03-29,2023,39.3
Holne Priddacott Farm,363710,2023-03-30,2023,59.9
Holne Priddacott Farm,363710,2023-03-31,2023,18.5
Holne Priddacott Farm,363710,2023-04-01,2023,0.3
Holne Priddacott Farm,363710,2023-04-02,2023,0.0
Holne Priddacott Farm,363710,2023-04-03,2023,0.0
Holne Priddacott Farm,363710,2023-04-04,2023,0.1
Holne Priddacott Farm,363710,2023-04-05,2023,2.3
Holne Priddacott Farm,363710,2023-04-06,2023,0.0
Holne Priddacott Farm,363710,2023-04-07,2023,0.0
Holne Priddacott Farm,363710,2023-04-08,2023,0.0
Holne Priddacott Farm,363710,2023-04-09,2023,11.8
Holne Priddacott Farm,363710,2023-04-10,2023,1.5
Holne Priddacott Farm,363710,2023-04-11,2023,38.7
Holne Priddacott Farm,363710,2023-04-12,2023,20.8
Holne Priddacott Farm,363710,2023-04-13,2023,14.1
Holne Priddacott Farm,363710,2023-04-15,2023,0.0
Holne Priddacott Farm,363710,2023-04-16,2023,0.0
Holne Priddacott Farm,363710,2023-04-17,2023,0.0
Holne Priddacott Farm,363710,2023-04-18,2023,0.7
Holne Priddacott Farm,363710,2023-04-21,2023,0.8
Holne Priddacott Farm,363710,2023-04-27,2023,17.2
Holne Priddacott Farm,363710,2023-04-30,2023,0.0
Holne Priddacott Farm,363710,2023-05-01,2023,0.0
Holne Priddacott Farm,363710,2023-05-02,2023,0.0
Holne Priddacott Farm,363710,2023-05-03,2023,0.0
Holne Priddacott Farm,363710,2023-05-04,2023,21.7
Holne Priddacott Farm,363710,2023-05-05,2023,24.0
Holne Priddacott Farm,363710,2023-05-07,2023,2.5
Holne Priddacott Farm,363710,2023-05-08,2023,12.9
Holne Priddacott Farm,363710,2023-05-09,2023,8.9
Holne Priddacott Farm,363710,2023-05-11,2023,0.8
Holne Priddacott Farm,363710,2023-05-14,2023,0.5
Holne Priddacott Farm,363710,2023-05-15,2023,0.0
Holne Priddacott Farm,363710,2023-05-16,2023,0.0
Holne Priddacott Farm,363710,2023-05-17,2023,0.0
Holne Priddacott Farm,363710,2023-05-24,2023,0.0
Holne Priddacott Farm,363710,2023-05-25,2023,0.0
Holne Priddacott Farm,363710,2023-05-27,2023,0.0
Holne Priddacott Farm,363710,2023-05-29,2023,0.0
Holne Priddacott Farm,363710,2023-05-31,2023,0.0
Holne Priddacott Farm,363710,2023-06-03,2023,0.0
Holne Priddacott Farm,363710,2023-06-04,2023,0.0
Holne Priddacott Farm,363710,2023-06-05,2023,0.0
Holne Priddacott Farm,363710,2023-06-06,2023,0.0
Holne Priddacott Farm,363710,2023-06-09,2023,0.5
Holne Priddacott Farm,363710,2023-06-15,2023,0.0
Holne Priddacott Farm,363710,2023-06-16,2023,6.5
Holne Priddacott Farm,363710,2023-06-22,2023,0.0
Holne Priddacott Farm,363710,2023-06-23,2023,0.0
Holne Priddacott Farm,363710,2023-06-27,2023,0.0
Holne Priddacott Farm,363710,2023-07-10,2023,38.9
Holne Priddacott Farm,363710,2023-07-12,2023,2.4
Holne Priddacott Farm,363710,2023-07-15,2023,4.3
Holne Priddacott Farm,363710,2023-07-18,2023,0.5
Holne Priddacott Farm,363710,2023-07-21,2023,1.1
Holne Priddacott Farm,363710,2023-07-24,2023,1.3
Holne Priddacott Farm,363710,2023-07-27,2023,0.0
Holne Priddacott Farm,363710,2023-08-02,2023,8.6
Holne Priddacott Farm,363710,2023-08-03,2023,0.0
Holne Priddacott Farm,363710,2023-08-11,2023,6.1
Holne Priddacott Farm,363710,2023-08-14,2023,0.3
Holne Priddacott Farm,363710,2023-08-15,2023,0.0
Holne Priddacott Farm,363710,2023-08-17,2023,0.0
Holne Priddacott Farm,363710,2023-08-20,2023,0.2
Holne Priddacott Farm,363710,2023-08-21,2023,0.6
Holne Priddacott Farm,363710,2023-08-23,2023,1.3
Holne Priddacott Farm,363710,2023-08-24,2023,0.0
Holne Priddacott Farm,363710,2023-08-26,2023,0.9
Holne Priddacott Farm,363710,2023-08-28,2023,0.1
Holne Priddacott Farm,363710,2023-08-29,2023,0.2
Holne Priddacott Farm,363710,2023-09-02,2023,0.0
Holne Priddacott Farm,363710,2023-09-03,2023,0.0
Holne Priddacott Farm,363710,2023-09-04,2023,0.0
Holne Priddacott Farm,363710,2023-09-06,2023,0.1
Holne Priddacott Farm,363710,2023-09-07,2023,0.0
Holne Priddacott Farm,363710,2023-09-09,2023,4.0
Holne Priddacott Farm,363710,2023-09-10,2023,2.3
Holne Priddacott Farm,363710,2023-09-11,2023,0.0
Holne Priddacott Farm,363710,2023-09-12,2023,0.0
Holne Priddacott Farm,363710,2023-09-14,2023,0.0
Holne Priddacott Farm,363710,2023-09-15,2023,10.8
Holne Priddacott Farm,363710,2023-09-16,2023,29.5
Holne Priddacott Farm,363710,2023-09-22,2023,0.9
Holne Priddacott Farm,363710,2023-09-27,2023,3.7
Holne Priddacott Farm,363710,2023-09-28,2023,13.7
Holne Priddacott Farm,363710,2023-09-29,2023,0.0
Holne Priddacott Farm,363710,2023-09-30,2023,3.9
Holne Priddacott Farm,363710,2023-10-13,2023,5.2
Holne Priddacott Farm,363710,2023-10-14,2023,0.4
Holne Priddacott Farm,363710,2023-10-17,2023,4.0
Holne Priddacott Farm,363710,2023-10-20,2023,2.0
Holne Priddacott Farm,363710,2023-10-21,2023,0.0
Holne Priddacott Farm,363710,2023-10-23,2023,7.7
Holne Priddacott Farm,363710,2023-10-24,2023,16.5
Holne Priddacott Farm,363710,2023-10-26,2023,21.6
Holne Priddacott Farm,363710,2023-10-29,2023,10.7
Holne Priddacott Farm,363710,2023-11-01,2023,57.3
Holne Priddacott Farm,363710,2023-11-07,2023,31.8
Holne Priddacott Farm,363710,2023-11-22,2023,0.1
Holne Priddacott Farm,363710,2023-11-23,2023,0.0
Holne Priddacott Farm,363710,2023-11-24,2023,0.0
Holne Priddacott Farm,363710,2023-11-26,2023,8.5
Holne Priddacott Farm,363710,2023-11-27,2023,0.5
Holne Priddacott Farm,363710,2023-11-28,2023,0.2
Holne Priddacott Farm,363710,2023-11-30,2023,1.7
Holne Priddacott Farm,363710,2023-12-01,2023,0.3
Holne Priddacott Farm,363710,2023-12-05,2023,0.0
Holne Priddacott Farm,363710,2023-12-07,2023,23.7
Holne Priddacott Farm,363710,2023-12-08,2023,29.8
Holne Priddacott Farm,363710,2023-12-13,2023,0.9
Holne Priddacott Farm,363710,2023-12-14,2023,0.5
Holne Priddacott Farm,363710,2023-12-23,2023,8.4
Holne Priddacott Farm,363710,2023-02-07,2023,0.0
Holne Priddacott Farm,363710,2023-02-08,2023,0.1
